"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mean_hires","hour_pred","day_pred","temp_rounded","temp_pred","hum_rounded","hum_pred","year_pred","season_pred","workday_pred","weathersit_pred"
"1572",2779,"2011-04-30",2,0,4,16,0,6,0,1,0.58,0.5455,0.37,0.194,191,273,464,189.294933716987,128.995882609544,0.178738950629814,0.6,38.2875704441151,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,2.1370743605406,7.65827939577592
"1573",2781,"2011-04-30",2,0,4,18,0,6,0,1,0.54,0.5152,0.43,0.1343,134,237,371,189.294933716987,238.653214431161,0.178738950629814,0.5,9.70992835427652,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,2.1370743605406,7.65827939577592
"1574",2783,"2011-04-30",2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,65,159,224,189.294933716987,38.2859486359542,0.178738950629814,0.4,-28.8800053072801,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,2.1370743605406,7.65827939577592
"1575",2784,"2011-04-30",2,0,4,21,0,6,0,1,0.44,0.4394,0.62,0.1343,58,119,177,189.294933716987,-22.5067563770855,0.178738950629814,0.4,-28.8800053072801,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,2.1370743605406,7.65827939577592
"1576",2788,"2011-05-01",2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,9,50,59,189.294933716987,-157.619258041311,-12.7492381871949,0.4,-28.8800053072801,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,2.1370743605406,7.65827939577592
"1577",2791,"2011-05-01",2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,6,11,17,189.294933716987,-183.193106040747,-12.7492381871949,0.4,-28.8800053072801,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,2.1370743605406,7.65827939577592
"1578",2793,"2011-05-01",2,0,5,6,0,0,0,2,0.4,0.4091,0.82,0.0896,4,9,13,189.294933716987,-109.183245405299,-12.7492381871949,0.4,-28.8800053072801,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,2.1370743605406,-2.01663270456385
"1579",2794,"2011-05-01",2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33,189.294933716987,20.2606218385686,-12.7492381871949,0.4,-28.8800053072801,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,2.1370743605406,-2.01663270456385
"1580",2797,"2011-05-01",2,0,5,10,0,0,0,2,0.48,0.4697,0.63,0.194,109,155,264,189.294933716987,-19.670873566611,-12.7492381871949,0.5,9.70992835427652,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,2.1370743605406,-2.01663270456385
"1581",2798,"2011-05-01",2,0,5,11,0,0,0,1,0.46,0.4545,0.82,0.1045,109,141,250,189.294933716987,20.9481855490681,-12.7492381871949,0.5,9.70992835427652,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,2.1370743605406,7.65827939577592
"1582",2802,"2011-05-01",2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0,113,153,266,189.294933716987,59.973831416185,-12.7492381871949,0.5,9.70992835427652,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,2.1370743605406,-2.01663270456385
"1583",2803,"2011-05-01",2,0,5,16,0,0,0,2,0.5,0.4848,0.72,0.194,75,139,214,189.294933716987,128.995882609544,-12.7492381871949,0.5,9.70992835427652,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,2.1370743605406,-2.01663270456385
"1584",2805,"2011-05-01",2,0,5,18,0,0,0,2,0.46,0.4545,0.82,0.0896,33,126,159,189.294933716987,238.653214431161,-12.7492381871949,0.5,9.70992835427652,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,2.1370743605406,-2.01663270456385
"1585",2809,"2011-05-01",2,0,5,22,0,0,0,2,0.46,0.4545,0.82,0,32,68,100,189.294933716987,-56.4508090167471,-12.7492381871949,0.5,9.70992835427652,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,2.1370743605406,-2.01663270456385
"1586",2810,"2011-05-01",2,0,5,23,0,0,0,1,0.46,0.4545,0.77,0.194,64,82,146,189.294933716987,-100.297396771174,-12.7492381871949,0.5,9.70992835427652,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,2.1370743605406,7.65827939577592
"1587",2811,"2011-05-02",2,0,5,0,0,1,1,1,0.46,0.4545,0.72,0.1343,68,109,177,189.294933716987,-135.023747276309,-7.80393066770263,0.5,9.70992835427652,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1588",2812,"2011-05-02",2,0,5,1,0,1,1,1,0.46,0.4545,0.72,0.1343,41,73,114,189.294933716987,-157.619258041311,-7.80393066770263,0.5,9.70992835427652,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1589",2814,"2011-05-02",2,0,5,3,0,1,1,1,0.44,0.4394,0.77,0.1343,9,7,16,189.294933716987,-176.811994084441,-7.80393066770263,0.4,-28.8800053072801,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1590",2815,"2011-05-02",2,0,5,4,0,1,1,1,0.44,0.4394,0.77,0.1642,9,8,17,189.294933716987,-183.193106040747,-7.80393066770263,0.4,-28.8800053072801,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1591",2816,"2011-05-02",2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,4,16,20,189.294933716987,-168.255909326743,-7.80393066770263,0.4,-28.8800053072801,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1592",2817,"2011-05-02",2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,3,59,62,189.294933716987,-109.183245405299,-7.80393066770263,0.4,-28.8800053072801,0.9,-36.9262319700655,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1593",2819,"2011-05-02",2,0,5,8,0,1,1,2,0.48,0.4697,0.77,0.2239,21,350,371,189.294933716987,168.00627110229,-7.80393066770263,0.5,9.70992835427652,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1594",2822,"2011-05-02",2,0,5,11,0,1,1,1,0.58,0.5455,0.73,0.2985,34,96,130,189.294933716987,20.9481855490681,-7.80393066770263,0.6,38.2875704441151,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1595",2824,"2011-05-02",2,0,5,13,0,1,1,2,0.62,0.6061,0.69,0.194,51,119,170,189.294933716987,66.1902147978645,-7.80393066770263,0.6,38.2875704441151,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1596",2825,"2011-05-02",2,0,5,14,0,1,1,1,0.64,0.6061,0.69,0.2239,48,133,181,189.294933716987,50.2491468875471,-7.80393066770263,0.6,38.2875704441151,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1597",2826,"2011-05-02",2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.194,45,110,155,189.294933716987,59.973831416185,-7.80393066770263,0.7,60.6044253229594,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1598",2828,"2011-05-02",2,0,5,17,0,1,1,1,0.66,0.6212,0.65,0.194,65,472,537,189.294933716987,271.820829829811,-7.80393066770263,0.7,60.6044253229594,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1599",2829,"2011-05-02",2,0,5,18,0,1,1,2,0.64,0.6061,0.65,0.194,68,450,518,189.294933716987,238.653214431161,-7.80393066770263,0.6,38.2875704441151,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1600",2830,"2011-05-02",2,0,5,19,0,1,1,2,0.62,0.6061,0.69,0.1343,46,268,314,189.294933716987,122.614840719103,-7.80393066770263,0.6,38.2875704441151,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1601",2831,"2011-05-02",2,0,5,20,0,1,1,2,0.62,0.6061,0.69,0.1343,44,174,218,189.294933716987,38.2859486359542,-7.80393066770263,0.6,38.2875704441151,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1602",2834,"2011-05-02",2,0,5,23,0,1,1,2,0.56,0.5303,0.83,0.194,16,48,64,189.294933716987,-100.297396771174,-7.80393066770263,0.6,38.2875704441151,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1603",2836,"2011-05-03",2,0,5,1,0,2,1,2,0.56,0.5303,0.78,0.2537,0,14,14,189.294933716987,-157.619258041311,0.466791607530132,0.6,38.2875704441151,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1604",2837,"2011-05-03",2,0,5,2,0,2,1,2,0.56,0.5303,0.78,0.2537,0,5,5,189.294933716987,-166.275656608553,0.466791607530132,0.6,38.2875704441151,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1605",2840,"2011-05-03",2,0,5,5,0,2,1,1,0.52,0.5,0.88,0.1343,0,14,14,189.294933716987,-168.255909326743,0.466791607530132,0.5,9.70992835427652,0.9,-36.9262319700655,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1606",2841,"2011-05-03",2,0,5,6,0,2,1,2,0.52,0.5,0.94,0.1642,7,102,109,189.294933716987,-109.183245405299,0.466791607530132,0.5,9.70992835427652,0.9,-36.9262319700655,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1607",2843,"2011-05-03",2,0,5,8,0,2,1,2,0.56,0.5303,0.83,0.2836,24,435,459,189.294933716987,168.00627110229,0.466791607530132,0.6,38.2875704441151,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1608",2844,"2011-05-03",2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,29,157,186,189.294933716987,27.8899004062358,0.466791607530132,0.6,38.2875704441151,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1609",2847,"2011-05-03",2,0,5,12,0,2,1,2,0.68,0.6364,0.61,0.4925,48,169,217,189.294933716987,64.623985201932,0.466791607530132,0.7,60.6044253229594,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1610",2848,"2011-05-03",2,0,5,13,0,2,1,2,0.7,0.6515,0.58,0.6119,50,144,194,189.294933716987,66.1902147978645,0.466791607530132,0.7,60.6044253229594,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1611",2849,"2011-05-03",2,0,5,14,0,2,1,2,0.7,0.6515,0.58,0.5224,36,122,158,189.294933716987,50.2491468875471,0.466791607530132,0.7,60.6044253229594,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1612",2850,"2011-05-03",2,0,5,15,0,2,1,2,0.7,0.6515,0.58,0.4478,37,117,154,189.294933716987,59.973831416185,0.466791607530132,0.7,60.6044253229594,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1613",2851,"2011-05-03",2,0,5,16,0,2,1,1,0.72,0.6667,0.54,0.4627,46,225,271,189.294933716987,128.995882609544,0.466791607530132,0.7,60.6044253229594,0.5,6.67149009129869,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1614",2853,"2011-05-03",2,0,5,18,0,2,1,1,0.7,0.6515,0.48,0.4179,59,485,544,189.294933716987,238.653214431161,0.466791607530132,0.7,60.6044253229594,0.5,6.67149009129869,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1615",2855,"2011-05-03",2,0,5,20,0,2,1,1,0.66,0.6212,0.61,0.194,28,262,290,189.294933716987,38.2859486359542,0.466791607530132,0.7,60.6044253229594,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1616",2857,"2011-05-03",2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,14,99,113,189.294933716987,-56.4508090167471,0.466791607530132,0.6,38.2875704441151,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1617",2858,"2011-05-03",2,0,5,23,0,2,1,2,0.56,0.5303,0.68,0.3284,12,50,62,189.294933716987,-100.297396771174,0.466791607530132,0.6,38.2875704441151,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1618",2859,"2011-05-04",2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,5,22,27,189.294933716987,-135.023747276309,5.91367535123775,0.5,9.70992835427652,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-55.2474463615831
"1619",2860,"2011-05-04",2,0,5,1,0,3,1,3,0.5,0.4848,0.82,0.2836,1,6,7,189.294933716987,-157.619258041311,5.91367535123775,0.5,9.70992835427652,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,-55.2474463615831
"1620",2863,"2011-05-04",2,0,5,4,0,3,1,3,0.38,0.3939,0.94,0.3284,1,2,3,189.294933716987,-183.193106040747,5.91367535123775,0.4,-28.8800053072801,0.9,-36.9262319700655,-42.5077154316291,5.2577969816757,-1.00334705329519,-55.2474463615831
"1621",2864,"2011-05-04",2,0,5,5,0,3,1,3,0.36,0.3333,0.87,0.3284,1,8,9,189.294933716987,-168.255909326743,5.91367535123775,0.4,-28.8800053072801,0.9,-36.9262319700655,-42.5077154316291,5.2577969816757,-1.00334705329519,-55.2474463615831
"1622",2866,"2011-05-04",2,0,5,7,0,3,1,3,0.34,0.303,0.93,0.3582,6,46,52,189.294933716987,20.2606218385686,5.91367535123775,0.3,-57.5653813621468,0.9,-36.9262319700655,-42.5077154316291,5.2577969816757,-1.00334705329519,-55.2474463615831
"1623",2868,"2011-05-04",2,0,5,9,0,3,1,3,0.34,0.303,0.93,0.3582,5,35,40,189.294933716987,27.8899004062358,5.91367535123775,0.3,-57.5653813621468,0.9,-36.9262319700655,-42.5077154316291,5.2577969816757,-1.00334705329519,-55.2474463615831
"1624",2871,"2011-05-04",2,0,5,12,0,3,1,2,0.44,0.4394,0.62,0.3582,19,105,124,189.294933716987,64.623985201932,5.91367535123775,0.4,-28.8800053072801,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1625",2874,"2011-05-04",2,0,5,15,0,3,1,1,0.48,0.4697,0.51,0.4179,22,107,129,189.294933716987,59.973831416185,5.91367535123775,0.5,9.70992835427652,0.5,6.67149009129869,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1626",2875,"2011-05-04",2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,22,173,195,189.294933716987,128.995882609544,5.91367535123775,0.5,9.70992835427652,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1627",2876,"2011-05-04",2,0,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,22,388,410,189.294933716987,271.820829829811,5.91367535123775,0.4,-28.8800053072801,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1628",2877,"2011-05-04",2,0,5,18,0,3,1,1,0.42,0.4242,0.67,0.2537,29,367,396,189.294933716987,238.653214431161,5.91367535123775,0.4,-28.8800053072801,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1629",2878,"2011-05-04",2,0,5,19,0,3,1,1,0.42,0.4242,0.58,0.3582,30,266,296,189.294933716987,122.614840719103,5.91367535123775,0.4,-28.8800053072801,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1630",2879,"2011-05-04",2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,17,174,191,189.294933716987,38.2859486359542,5.91367535123775,0.4,-28.8800053072801,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1631",2881,"2011-05-04",2,0,5,22,0,3,1,1,0.38,0.3939,0.62,0.2239,9,80,89,189.294933716987,-56.4508090167471,5.91367535123775,0.4,-28.8800053072801,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1632",2883,"2011-05-05",2,0,5,0,0,4,1,1,0.36,0.3485,0.66,0.194,4,23,27,189.294933716987,-135.023747276309,8.0614287458281,0.4,-28.8800053072801,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1633",2884,"2011-05-05",2,0,5,1,0,4,1,1,0.34,0.3333,0.71,0.194,4,6,10,189.294933716987,-157.619258041311,8.0614287458281,0.3,-57.5653813621468,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1634",2885,"2011-05-05",2,0,5,2,0,4,1,1,0.34,0.3182,0.66,0.2239,1,4,5,189.294933716987,-166.275656608553,8.0614287458281,0.3,-57.5653813621468,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1635",2886,"2011-05-05",2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,0,4,4,189.294933716987,-176.811994084441,8.0614287458281,0.3,-57.5653813621468,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1636",2888,"2011-05-05",2,0,5,5,0,4,1,1,0.34,0.3182,0.66,0.2537,1,29,30,189.294933716987,-168.255909326743,8.0614287458281,0.3,-57.5653813621468,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1637",2889,"2011-05-05",2,0,5,6,0,4,1,1,0.34,0.3182,0.66,0.2537,3,86,89,189.294933716987,-109.183245405299,8.0614287458281,0.3,-57.5653813621468,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1638",2890,"2011-05-05",2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537,16,255,271,189.294933716987,20.2606218385686,8.0614287458281,0.4,-28.8800053072801,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1639",2893,"2011-05-05",2,0,5,10,0,4,1,1,0.5,0.4848,0.39,0.2836,30,98,128,189.294933716987,-19.670873566611,8.0614287458281,0.5,9.70992835427652,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1640",2894,"2011-05-05",2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,43,105,148,189.294933716987,20.9481855490681,8.0614287458281,0.5,9.70992835427652,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1641",2895,"2011-05-05",2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,27,169,196,189.294933716987,64.623985201932,8.0614287458281,0.5,9.70992835427652,0.3,4.90872102927088,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1642",2896,"2011-05-05",2,0,5,13,0,4,1,1,0.54,0.5152,0.3,0.5821,50,142,192,189.294933716987,66.1902147978645,8.0614287458281,0.5,9.70992835427652,0.3,4.90872102927088,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1643",2898,"2011-05-05",2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,27,120,147,189.294933716987,59.973831416185,8.0614287458281,0.6,38.2875704441151,0.3,4.90872102927088,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1644",2900,"2011-05-05",2,0,5,17,0,4,1,1,0.56,0.5303,0.26,0.3881,66,467,533,189.294933716987,271.820829829811,8.0614287458281,0.6,38.2875704441151,0.3,4.90872102927088,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1645",2901,"2011-05-05",2,0,5,18,0,4,1,1,0.56,0.5303,0.26,0.2836,64,456,520,189.294933716987,238.653214431161,8.0614287458281,0.6,38.2875704441151,0.3,4.90872102927088,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1646",2905,"2011-05-05",2,0,5,22,0,4,1,1,0.48,0.4697,0.39,0.194,30,135,165,189.294933716987,-56.4508090167471,8.0614287458281,0.5,9.70992835427652,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1647",2907,"2011-05-06",2,0,5,0,0,5,1,1,0.44,0.4394,0.44,0.1642,13,43,56,189.294933716987,-135.023747276309,6.57721126897779,0.4,-28.8800053072801,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1648",2908,"2011-05-06",2,0,5,1,0,5,1,1,0.4,0.4091,0.62,0.1642,8,24,32,189.294933716987,-157.619258041311,6.57721126897779,0.4,-28.8800053072801,0.6,11.3161242527334,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1649",2910,"2011-05-06",2,0,5,3,0,5,1,1,0.36,0.3636,0.71,0.1045,3,6,9,189.294933716987,-176.811994084441,6.57721126897779,0.4,-28.8800053072801,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1650",2911,"2011-05-06",2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,0,1,1,189.294933716987,-183.193106040747,6.57721126897779,0.4,-28.8800053072801,0.7,7.17255397102485,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1651",2912,"2011-05-06",2,0,5,5,0,5,1,1,0.34,0.3485,0.81,0.1045,0,16,16,189.294933716987,-168.255909326743,6.57721126897779,0.3,-57.5653813621468,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1652",2914,"2011-05-06",2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0,20,202,222,189.294933716987,20.2606218385686,6.57721126897779,0.4,-28.8800053072801,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1653",2915,"2011-05-06",2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537,35,415,450,189.294933716987,168.00627110229,6.57721126897779,0.4,-28.8800053072801,0.8,-7.9856781972704,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1654",2917,"2011-05-06",2,0,5,10,0,5,1,2,0.54,0.5152,0.49,0.3284,30,97,127,189.294933716987,-19.670873566611,6.57721126897779,0.5,9.70992835427652,0.5,6.67149009129869,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1655",2918,"2011-05-06",2,0,5,11,0,5,1,2,0.54,0.5152,0.49,0.3284,42,123,165,189.294933716987,20.9481855490681,6.57721126897779,0.5,9.70992835427652,0.5,6.67149009129869,-42.5077154316291,5.2577969816757,-1.00334705329519,-2.01663270456385
"1656",2919,"2011-05-06",2,0,5,12,0,5,1,1,0.56,0.5303,0.49,0.3582,48,198,246,189.294933716987,64.623985201932,6.57721126897779,0.6,38.2875704441151,0.5,6.67149009129869,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1657",2923,"2011-05-06",2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,82,262,344,189.294933716987,128.995882609544,6.57721126897779,0.6,38.2875704441151,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1658",2924,"2011-05-06",2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,83,470,553,189.294933716987,271.820829829811,6.57721126897779,0.6,38.2875704441151,0.4,20.6514475184918,-42.5077154316291,5.2577969816757,-1.00334705329519,7.65827939577592
"1659",2925,"2011-05-06",2,0,5,18,0,5,1,3,0.54,0.5152,0.52,0.3582,85,385,470,189.294933716987,238.653214431161,6.57721126897779,0.5,9.70992835427652,0.5,6.67149009129869,-42.5077154316291,5.2577969816757,-1.00334705329519,-55.2474463615831
"1660",2926,"2011-05-06",2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,39,253,292,189.294933716987,122.614840719103,6.57721126897779,0.5,9.70992835427652,0.5,6.67149009129869,-42.5077154316291,5.2577969816757,-1.00334705329519,-55.2474463615831
